2026-05-20 11:51:17,612 [INFO] <BrokerConnection node_id=bootstrap-0 host=localhost:9094 <connecting> [IPv6 ('::1', 9094, 0, 0)]>: connecting to localhost:9094 [('::1', 9094, 0, 0) IPv6]
2026-05-20 11:51:17,612 [INFO] Probing node bootstrap-0 broker version
2026-05-20 11:51:17,612 [INFO] <BrokerConnection node_id=bootstrap-0 host=localhost:9094 <connecting> [IPv6 ('::1', 9094, 0, 0)]>: Connection complete.
2026-05-20 11:51:17,714 [INFO] Broker version identified as 2.6.0
2026-05-20 11:51:17,714 [INFO] Set configuration api_version=(2, 6, 0) to skip auto check_version requests on startup
2026-05-20 11:51:17,722 [INFO] 🚀 Iniciando generador | eps=30 | sesiones=10 | anomaly_ratio=0.08 | topic=ecommerce-events
2026-05-20 11:51:17,723 [INFO] Presiona Ctrl+C para detener.

2026-05-20 11:51:17,728 [INFO] <BrokerConnection node_id=1 host=localhost:9094 <connecting> [IPv6 ('::1', 9094, 0, 0)]>: connecting to localhost:9094 [('::1', 9094, 0, 0) IPv6]
2026-05-20 11:51:17,729 [INFO] <BrokerConnection node_id=1 host=localhost:9094 <connecting> [IPv6 ('::1', 9094, 0, 0)]>: Connection complete.
2026-05-20 11:51:17,729 [INFO] <BrokerConnection node_id=bootstrap-0 host=localhost:9094 <connected> [IPv6 ('::1', 9094, 0, 0)]>: Closing connection. 
2026-05-20 12:57:33,934 [INFO] Enviados: 119000 eventos | Anomalías: 9419 (7.9%)
2026-05-20 12:58:07,346 [INFO] Enviados: 120000 eventos | Anomalías: 9496 (7.9%)
2026-05-20 12:58:40,757 [INFO] Enviados: 121000 eventos | Anomalías: 9559 (7.9%)
2026-05-20 12:59:14,167 [INFO] Enviados: 122000 eventos | Anomalías: 9603 (7.9%)
2026-05-20 12:59:47,578 [INFO] Enviados: 123000 eventos | Anomalías: 9709 (7.9%)
2026-05-20 13:00:20,989 [INFO] Enviados: 124000 eventos | Anomalías: 9774 (7.9%)
2026-05-20 13:00:54,401 [INFO] Enviados: 125000 eventos | Anomalías: 9905 (7.9%)
2026-05-20 13:01:27,812 [INFO] Enviados: 126000 eventos | Anomalías: 10008 (7.9%)
2026-05-20 13:02:01,223 [INFO] Enviados: 127000 eventos | Anomalías: 10112 (8.0%)
2026-05-20 13:02:34,633 [INFO] Enviados: 128000 eventos | Anomalías: 10195 (8.0%)
2026-05-20 13:03:08,042 [INFO] Enviados: 129000 eventos | Anomalías: 10307 (8.0%)
2026-05-20 13:03:41,453 [INFO] Enviados: 130000 eventos | Anomalías: 10416 (8.0%)
2026-05-20 13:04:14,864 [INFO] Enviados: 131000 eventos | Anomalías: 10491 (8.0%)
2026-05-20 13:04:48,275 [INFO] Enviados: 132000 eventos | Anomalías: 10546 (8.0%)
2026-05-20 13:05:21,688 [INFO] Enviados: 133000 eventos | Anomalías: 10596 (8.0%)
2026-05-20 13:05:55,102 [INFO] Enviados: 134000 eventos | Anomalías: 10687 (8.0%)
2026-05-20 13:06:28,517 [INFO] Enviados: 135000 eventos | Anomalías: 10744 (8.0%)
2026-05-20 13:07:01,929 [INFO] Enviados: 136000 eventos | Anomalías: 10821 (8.0%)
2026-05-20 13:07:35,341 [INFO] Enviados: 137000 eventos | Anomalías: 10925 (8.0%)
2026-05-20 13:08:08,751 [INFO] Enviados: 138000 eventos | Anomalías: 10997 (8.0%)
2026-05-20 13:08:42,163 [INFO] Enviados: 139000 eventos | Anomalías: 11067 (8.0%)
2026-05-20 13:09:15,576 [INFO] Enviados: 140000 eventos | Anomalías: 11129 (7.9%)
2026-05-20 13:09:48,986 [INFO] Enviados: 141000 eventos | Anomalías: 11190 (7.9%)
2026-05-20 13:10:22,397 [INFO] Enviados: 142000 eventos | Anomalías: 11246 (7.9%)
2026-05-20 13:10:55,812 [INFO] Enviados: 143000 eventos | Anomalías: 11347 (7.9%)
2026-05-20 13:11:29,227 [INFO] Enviados: 144000 eventos | Anomalías: 11436 (7.9%)
2026-05-20 13:12:02,643 [INFO] Enviados: 145000 eventos | Anomalías: 11508 (7.9%)
2026-05-20 13:12:36,059 [INFO] Enviados: 146000 eventos | Anomalías: 11600 (7.9%)
2026-05-20 13:13:09,474 [INFO] Enviados: 147000 eventos | Anomalías: 11654 (7.9%)
2026-05-20 13:13:42,888 [INFO] Enviados: 148000 eventos | Anomalías: 11718 (7.9%)
2026-05-20 13:14:16,304 [INFO] Enviados: 149000 eventos | Anomalías: 11781 (7.9%)
2026-05-20 13:14:49,720 [INFO] Enviados: 150000 eventos | Anomalías: 11873 (7.9%)
2026-05-20 13:15:23,137 [INFO] Enviados: 151000 eventos | Anomalías: 11970 (7.9%)
2026-05-20 13:15:56,551 [INFO] Enviados: 152000 eventos | Anomalías: 12047 (7.9%)
2026-05-20 13:16:29,967 [INFO] Enviados: 153000 eventos | Anomalías: 12084 (7.9%)
2026-05-20 13:17:03,385 [INFO] Enviados: 154000 eventos | Anomalías: 12178 (7.9%)
2026-05-20 13:17:36,802 [INFO] Enviados: 155000 eventos | Anomalías: 12224 (7.9%)
2026-05-20 13:18:10,222 [INFO] Enviados: 156000 eventos | Anomalías: 12299 (7.9%)
2026-05-20 13:18:43,637 [INFO] Enviados: 157000 eventos | Anomalías: 12374 (7.9%)
2026-05-20 13:19:17,052 [INFO] Enviados: 158000 eventos | Anomalías: 12407 (7.9%)
2026-05-20 13:19:50,469 [INFO] Enviados: 159000 eventos | Anomalías: 12484 (7.9%)
2026-05-20 13:20:23,888 [INFO] Enviados: 160000 eventos | Anomalías: 12578 (7.9%)
2026-05-20 13:20:57,306 [INFO] Enviados: 161000 eventos | Anomalías: 12639 (7.9%)
2026-05-20 13:21:30,734 [INFO] Enviados: 162000 eventos | Anomalías: 12715 (7.8%)
2026-05-20 13:22:04,159 [INFO] Enviados: 163000 eventos | Anomalías: 12837 (7.9%)
2026-05-20 13:22:37,584 [INFO] Enviados: 164000 eventos | Anomalías: 12885 (7.9%)
2026-05-20 13:23:11,014 [INFO] Enviados: 165000 eventos | Anomalías: 12939 (7.8%)
2026-05-20 13:23:44,445 [INFO] Enviados: 166000 eventos | Anomalías: 13006 (7.8%)
2026-05-20 13:24:17,883 [INFO] Enviados: 167000 eventos | Anomalías: 13092 (7.8%)
2026-05-20 13:24:51,315 [INFO] Enviados: 168000 eventos | Anomalías: 13164 (7.8%)
2026-05-20 13:25:24,748 [INFO] Enviados: 169000 eventos | Anomalías: 13211 (7.8%)
2026-05-20 13:25:58,194 [INFO] Enviados: 170000 eventos | Anomalías: 13265 (7.8%)
2026-05-20 13:26:31,644 [INFO] Enviados: 171000 eventos | Anomalías: 13370 (7.8%)
2026-05-20 13:27:05,076 [INFO] Enviados: 172000 eventos | Anomalías: 13430 (7.8%)
2026-05-20 13:27:38,511 [INFO] Enviados: 173000 eventos | Anomalías: 13496 (7.8%)
2026-05-20 13:28:11,950 [INFO] Enviados: 174000 eventos | Anomalías: 13595 (7.8%)
2026-05-20 13:28:45,379 [INFO] Enviados: 175000 eventos | Anomalías: 13626 (7.8%)
2026-05-20 13:29:18,804 [INFO] Enviados: 176000 eventos | Anomalías: 13683 (7.8%)
2026-05-20 13:29:52,224 [INFO] Enviados: 177000 eventos | Anomalías: 13748 (7.8%)
2026-05-20 13:30:25,646 [INFO] Enviados: 178000 eventos | Anomalías: 13822 (7.8%)
2026-05-20 13:30:59,063 [INFO] Enviados: 179000 eventos | Anomalías: 13874 (7.8%)
2026-05-20 13:31:32,483 [INFO] Enviados: 180000 eventos | Anomalías: 13977 (7.8%)
2026-05-20 13:32:05,904 [INFO] Enviados: 181000 eventos | Anomalías: 14039 (7.8%)
2026-05-20 13:32:39,324 [INFO] Enviados: 182000 eventos | Anomalías: 14073 (7.7%)
2026-05-20 13:33:12,745 [INFO] Enviados: 183000 eventos | Anomalías: 14171 (7.7%)
2026-05-20 13:33:46,168 [INFO] Enviados: 184000 eventos | Anomalías: 14214 (7.7%)
